len,count,word,sentiment,topic
2,2576,构成,2,4
3,2125,实控人,2,4
2,1914,商誉,2,4
2,1773,聘任,2,4
2,1604,贤成,2,4
2,1475,洁能,2,4
4,1388,大会决议,2,4
2,903,报告,2,4
2,416,批复,2,4
2,252,招标,2,4
1,361758,日,2,
1,223292,在,2,
2,175565,机构,2,
1,138959,家,2,
1,126905,成,2,
1,126682,有,2,
2,122799,地产,2,
1,94102,近,2,
1,84855,沪,2,
2,84708,继续,2,
1,83905,到,2,
2,81615,药业,2,
2,80993,医药,2,
3,80221,互联网,2,
1,78581,个,2,
1,78146,仍,2,
1,75198,对,2,
2,73954,能源,2,
2,69497,电子,2,
1,57454,你,2,
2,56821,水泥,2,
2,50616,钢铁,2,
2,48484,集体,2,
2,46574,午后,2,
1,44626,都,2,
2,44511,重点,2,
1,42015,因,2,
2,41403,日起,2,
1,39105,会,2,
2,38035,动力,2,
2,37384,国家,2,
2,37336,美国,2,
2,35964,重庆,2,
2,34185,短期,2,
2,33775,贵州,2,
2,32963,明日,2,
2,32673,广州,2,
1,30798,正,2,
1,30694,让,2,
2,30655,石化,2,
2,30592,明显,2,
2,30081,天津,2,
2,28396,即将,2,
1,28236,酒,2,
2,28133,网络,2,
2,27900,可能,2,
2,27863,工作,2,
2,27824,商业,2,
2,27548,重工,2,
2,27110,工业,2,
1,26546,于,2,
2,25624,实业,2,
2,25506,四大,2,
1,24634,王,2,
1,24163,我,2,
1,22925,引,2,
2,22622,一汽,2,
2,22321,两市,2,
1,21808,路,2,
1,21254,望,2,
2,21048,出现,2,
2,21009,建议,2,
1,20088,变,2,
1,19116,并,2,
2,18956,军工,2,
1,18852,给,2,
3,18697,茅台酒,2,
2,17995,收到,2,
2,17682,山西,2,
1,17545,链,2,
2,17431,传统,2,
1,17264,较,2,
2,17168,绿色,2,
1,17092,建,2,
2,17041,时间,2,
2,16994,原因,2,
1,16872,存,2,
2,16497,华润,2,
2,16440,美的,2,
1,16285,打,2,
2,16015,阶段,2,
1,15918,类,2,
2,15875,七成,2,
1,15840,跑,2,
2,15826,纸业,2,
1,15806,线,2,
1,15589,曝,2,
1,15481,但,2,
2,15270,湖北,2,
2,15168,目前,2,
2,15106,十年,2,
1,14997,第,2,
1,14265,其,2,
2,14182,充电,2,
1,14101,时,2,
1,13836,次,2,
1,13724,式,2,
2,13539,疫苗,2,
1,13154,快,2,
1,13086,单,2,
2,13064,出手,2,
2,12886,基本,2,
2,12791,全部,2,
2,12706,南方,2,
2,12642,化学,2,
2,12639,或成,2,
3,12632,董明珠,2,
2,12259,特钢,2,
2,12206,照明,2,
2,12040,宝钢,2,
2,11868,安徽,2,
2,11378,结果,2,
2,10959,复星,2,
4,10931,格力电器,2,
2,10886,飞机,2,
1,10819,促,2,
2,10815,机械,2,
1,10804,明,2,
2,10263,空调,2,
2,10141,金属,2,
1,10113,型,2,
1,10111,泰,2,
4,10109,中联重科,2,
2,10090,医院,2,
2,10066,体系,2,
2,9737,生化,2,
2,9634,药企,2,
2,9580,创投,2,
2,9560,红包,2,
2,9488,家化,2,
1,9484,梦,2,
2,9233,境外,2,
2,9193,一字,2,
1,9183,今,2,
2,9117,社保,2,
